DiseaseCui,DiseaseName,GeneFusion
C0149782,Squamous cell carcinoma of lung,ID4::LRATD1
C0149782,Squamous cell carcinoma of lung,MTA1::PACS2
C0149782,Squamous cell carcinoma of lung,CDC45::RIT2
C0149782,Squamous cell carcinoma of lung,RBM25::VRTN
C0149782,Squamous cell carcinoma of lung,USP48::STPG1
C0149782,Squamous cell carcinoma of lung,SLC34A2::ROS1
C0149782,Squamous cell carcinoma of lung,FGFR3::TACC3
C0149782,Squamous cell carcinoma of lung,SERINC1::NKAIN2
C0149782,Squamous cell carcinoma of lung,GNE::ROCK1
C0149782,Squamous cell carcinoma of lung,ARL5B::NSUN6
C0149782,Squamous cell carcinoma of lung,ITCH::HM13
C0149782,Squamous cell carcinoma of lung,P4HB::COL1A2
C0149782,Squamous cell carcinoma of lung,SENP2::ANKRD27
C0149782,Squamous cell carcinoma of lung,LINGO2::TLN1
C0149782,Squamous cell carcinoma of lung,PPM1H::TSPAN8
C0149782,Squamous cell carcinoma of lung,ERBB2::CTTN
C0149782,Squamous cell carcinoma of lung,ADAMTSL1::ERV3-1
C0149782,Squamous cell carcinoma of lung,DENND2B::TMEM9B
C0149782,Squamous cell carcinoma of lung,CTSB::DEFB136
C0149782,Squamous cell carcinoma of lung,SGMS1::KCTD8
C0149782,Squamous cell carcinoma of lung,RELT::CATSPERZ
C0149782,Squamous cell carcinoma of lung,NCAM2::APOL2
C0149782,Squamous cell carcinoma of lung,SPDYA::BABAM2
C0149782,Squamous cell carcinoma of lung,ECT2::DGKG
C0149782,Squamous cell carcinoma of lung,PAK2::BDH1
C0149782,Squamous cell carcinoma of lung,UQCC1::GDF5
C0149782,Squamous cell carcinoma of lung,RRM2B::ZNF704
C0149782,Squamous cell carcinoma of lung,FAM234B::YBX3
C0149782,Squamous cell carcinoma of lung,WASF2::AHDC1
C0149782,Squamous cell carcinoma of lung,DARS2::ZFR
C0149782,Squamous cell carcinoma of lung,CELF1::CHMP4B
C0149782,Squamous cell carcinoma of lung,PLCB1::MCM8
C0149782,Squamous cell carcinoma of lung,YTHDC1::ADAMTS3
C0149782,Squamous cell carcinoma of lung,ACTN4::CATSPERG
C0149782,Squamous cell carcinoma of lung,FOXO1::ELF1
C0149782,Squamous cell carcinoma of lung,ME1::UBE3D
C0149782,Squamous cell carcinoma of lung,TTBK2::UBR1
C0149782,Squamous cell carcinoma of lung,RESF1::ITPR2
C0149782,Squamous cell carcinoma of lung,PTK7::FGFR1
C0149782,Squamous cell carcinoma of lung,BRD9::CEP72
C0149782,Squamous cell carcinoma of lung,NRXN1::PLEKHG4B
C0149782,Squamous cell carcinoma of lung,FAT1::IRF2
C0149782,Squamous cell carcinoma of lung,DERA::MGST1
C0149782,Squamous cell carcinoma of lung,TFRC::CPA3
C0149782,Squamous cell carcinoma of lung,ADD1::FAM193A
C0149782,Squamous cell carcinoma of lung,RFLNA::DDX55
C0149782,Squamous cell carcinoma of lung,CCP110::GOLPH3L
C0149782,Squamous cell carcinoma of lung,CPT1A::MRPL21
C0149782,Squamous cell carcinoma of lung,CCSER1::MMRN1
C0149782,Squamous cell carcinoma of lung,CDKN2A::FOCAD
C0149782,Squamous cell carcinoma of lung,MRRF::ECPAS
C0149782,Squamous cell carcinoma of lung,PRPSAP2::CYP27B1
C0149782,Squamous cell carcinoma of lung,FAM50B::PPP1R3G
C0149782,Squamous cell carcinoma of lung,KCNAB2::POLB
C0149782,Squamous cell carcinoma of lung,MYSM1::DAB1
C0149782,Squamous cell carcinoma of lung,HOOK2::RTBDN
C0149782,Squamous cell carcinoma of lung,GPHN::DCAF5
C0149782,Squamous cell carcinoma of lung,AAAS::ITGB7
C0149782,Squamous cell carcinoma of lung,EMP2::TERF2
C0149782,Squamous cell carcinoma of lung,AP2A2::EPS8L2
C0149782,Squamous cell carcinoma of lung,RNF40::IL21R
C0149782,Squamous cell carcinoma of lung,NIPBL::MAPRE1
C0149782,Squamous cell carcinoma of lung,CUX1::SH2B2
C0149782,Squamous cell carcinoma of lung,GART::PCP4
C0149782,Squamous cell carcinoma of lung,MALT1::NOL4
C0149782,Squamous cell carcinoma of lung,UAP1::NOS1AP
C0149782,Squamous cell carcinoma of lung,SGCB::SPATA18
C0149782,Squamous cell carcinoma of lung,RASSF7::DEAF1
C0149782,Squamous cell carcinoma of lung,CRK::STX8
C0149782,Squamous cell carcinoma of lung,KMT2D::CUX2
C0149782,Squamous cell carcinoma of lung,SPAG16::CUL3
C0149782,Squamous cell carcinoma of lung,MSI2::ICAM2
C0149782,Squamous cell carcinoma of lung,COBLL1::SCN3A
C0149782,Squamous cell carcinoma of lung,CTIF::MOCOS
C0149782,Squamous cell carcinoma of lung,SRPK1::CEP57L1
C0149782,Squamous cell carcinoma of lung,ANKRD28::RFTN1
C0149782,Squamous cell carcinoma of lung,MED15::PI4KA
C0149782,Squamous cell carcinoma of lung,TPCN2::TMEM179B
C0149782,Squamous cell carcinoma of lung,AGAP3::RELN
C0149782,Squamous cell carcinoma of lung,EPAS1::CRIPT
C0149782,Squamous cell carcinoma of lung,CHEK2::C22ORF31
C0149782,Squamous cell carcinoma of lung,POLR3K::EMC10
C0149782,Squamous cell carcinoma of lung,XPR1::MR1
C0149782,Squamous cell carcinoma of lung,NADSYN1::PLET1
C0149782,Squamous cell carcinoma of lung,PUM1::EIF4G3
C0149782,Squamous cell carcinoma of lung,DNAJB6::AGT
C0149782,Squamous cell carcinoma of lung,BAZ2B::CYBRD1
C0149782,Squamous cell carcinoma of lung,USP9X::NXF2
C0149782,Squamous cell carcinoma of lung,EIF3G::ZNF560
C0149782,Squamous cell carcinoma of lung,GLIPR1::TRMT10C
C0149782,Squamous cell carcinoma of lung,SENP5::PAK2
C0149782,Squamous cell carcinoma of lung,CNTNAP2::BRAF
C0149782,Squamous cell carcinoma of lung,SLCO2A1::SLC25A36
C0149782,Squamous cell carcinoma of lung,COLGALT1::PTN
C0149782,Squamous cell carcinoma of lung,ACSS1::DBNDD2
C0149782,Squamous cell carcinoma of lung,MARK3::FBLN5
C0149782,Squamous cell carcinoma of lung,ATP1A1::SORT1
C0149782,Squamous cell carcinoma of lung,SEC22A::TXNRD3
C0149782,Squamous cell carcinoma of lung,RAB9A::TRAPPC2
C0149782,Squamous cell carcinoma of lung,PLXNC1::CRADD
C0149782,Squamous cell carcinoma of lung,STKLD1::DBH
C0149782,Squamous cell carcinoma of lung,ZNF814::ZNF787
C0149782,Squamous cell carcinoma of lung,GTF2F2::RSF1
C0149782,Squamous cell carcinoma of lung,SNAPC3::LRRC19
C0149782,Squamous cell carcinoma of lung,FBXL20::ORMDL3
C0149782,Squamous cell carcinoma of lung,PTGFRN::CD2
C0149782,Squamous cell carcinoma of lung,EPHA4::COL4A3
C0149782,Squamous cell carcinoma of lung,CCNY::VWA3B
C0149782,Squamous cell carcinoma of lung,F11R::SPTA1
C0149782,Squamous cell carcinoma of lung,GPC6::ITGBL1
C0149782,Squamous cell carcinoma of lung,TSC2::MAPK8IP3
C0149782,Squamous cell carcinoma of lung,LRRC19::SNAPC3
C0149782,Squamous cell carcinoma of lung,TBCE::GGPS1
C0149782,Squamous cell carcinoma of lung,NDUFS4::EXTL3
C0149782,Squamous cell carcinoma of lung,CHST9::DLGAP3
C0149782,Squamous cell carcinoma of lung,ENAH::AEBP2
C0149782,Squamous cell carcinoma of lung,CCND3::TRERF1
C0149782,Squamous cell carcinoma of lung,VEZF1::DDX42
C0149782,Squamous cell carcinoma of lung,KDM3A::PUS10
C0149782,Squamous cell carcinoma of lung,PPP1R2::CLDN1
C0149782,Squamous cell carcinoma of lung,UBE2R2::PRSS3
C0149782,Squamous cell carcinoma of lung,CENPP::PTPRD
C0149782,Squamous cell carcinoma of lung,HDAC9::C8ORF34
C0149782,Squamous cell carcinoma of lung,ABHD16A::LY6G6F
C0149782,Squamous cell carcinoma of lung,GAN::GRM7
C0149782,Squamous cell carcinoma of lung,FAF1::OSBPL9
C0149782,Squamous cell carcinoma of lung,EPN1::U2AF2
C0149782,Squamous cell carcinoma of lung,CARS1::OSBPL5
C0149782,Squamous cell carcinoma of lung,MECOM::ARMC8
C0149782,Squamous cell carcinoma of lung,EPB41L3::LRRC34
C0149782,Squamous cell carcinoma of lung,RTN4R::DNAH2
C0149782,Squamous cell carcinoma of lung,FBXO32::ANXA13
C0149782,Squamous cell carcinoma of lung,PUSL1::AGRN
C0149782,Squamous cell carcinoma of lung,AQP3::B2M
C0149782,Squamous cell carcinoma of lung,GLG1::CFDP1
C0149782,Squamous cell carcinoma of lung,GDNF::FYB1
C0149782,Squamous cell carcinoma of lung,S100A7A::S100A9
C0149782,Squamous cell carcinoma of lung,SERINC5::THBS4
C0149782,Squamous cell carcinoma of lung,PCID2::GRTP1
C0149782,Squamous cell carcinoma of lung,CDK13::YAE1
C0149782,Squamous cell carcinoma of lung,TRIM28::ZBTB45
C0149782,Squamous cell carcinoma of lung,TMCC1::QSOX2
C0149782,Squamous cell carcinoma of lung,ERBB2::PPP1R1B
C0149782,Squamous cell carcinoma of lung,NADSYN1::KRTAP5-10
C0149782,Squamous cell carcinoma of lung,PNRC2::BSDC1
C0149782,Squamous cell carcinoma of lung,DCAF10::PAX5
C0149782,Squamous cell carcinoma of lung,ZNF557::SIGLECL1
C0149782,Squamous cell carcinoma of lung,LRRC1::TINAG
C0149782,Squamous cell carcinoma of lung,BAG4::FGFR1
C0149782,Squamous cell carcinoma of lung,ATP11B::ZNF595
C0149782,Squamous cell carcinoma of lung,NRCAM::CUX1
C0149782,Squamous cell carcinoma of lung,ZSWIM4::SLC1A6
C0149782,Squamous cell carcinoma of lung,PLCXD2::RIMS2
C0149782,Squamous cell carcinoma of lung,NUP93::MT1H
C0149782,Squamous cell carcinoma of lung,ERICH1::IYD
C0149782,Squamous cell carcinoma of lung,STAG1::MSL2
C0149782,Squamous cell carcinoma of lung,MTRFR::SLC11A2
C0149782,Squamous cell carcinoma of lung,SLC20A2::IDO1
C0149782,Squamous cell carcinoma of lung,CCDC148::ACTR3
C0149782,Squamous cell carcinoma of lung,GABRR2::ME1
C0149782,Squamous cell carcinoma of lung,FAHD2B::DROSHA
C0149782,Squamous cell carcinoma of lung,TECPR1::ZFR
C0149782,Squamous cell carcinoma of lung,RANBP9::NEDD9
C0149782,Squamous cell carcinoma of lung,SLCO2A1::RYK
C0149782,Squamous cell carcinoma of lung,ABCC5::ATP11B
C0149782,Squamous cell carcinoma of lung,YBX3::APOLD1
C0149782,Squamous cell carcinoma of lung,PGAP1::NCKAP5
C0149782,Squamous cell carcinoma of lung,KITLG::CCDC6
C0149782,Squamous cell carcinoma of lung,NFE2L2::PDE11A
C0149782,Squamous cell carcinoma of lung,FN1::PECR
C0149782,Squamous cell carcinoma of lung,PSMC6::GPR137C
C0149782,Squamous cell carcinoma of lung,ZC3H3::SCRIB
C0149782,Squamous cell carcinoma of lung,AKAP9::PPP2R3B
C0149782,Squamous cell carcinoma of lung,KIRREL1::CD1A
C0149782,Squamous cell carcinoma of lung,DIAPH1::CYSTM1
C0149782,Squamous cell carcinoma of lung,CLOCK::SRD5A3
C0149782,Squamous cell carcinoma of lung,RBBP8::ANXA4
C0149782,Squamous cell carcinoma of lung,SAMD12::RTN1
C0149782,Squamous cell carcinoma of lung,PPFIA1::RBFOX2
C0149782,Squamous cell carcinoma of lung,TBC1D8::EPB41L5
C0149782,Squamous cell carcinoma of lung,ABL2::GPR161
C0149782,Squamous cell carcinoma of lung,ATP6V1F::CPED1
C0149782,Squamous cell carcinoma of lung,CD82::TSPAN18
C0149782,Squamous cell carcinoma of lung,NOTCH2::CWH43
C0149782,Squamous cell carcinoma of lung,MED29::ADAM18
C0149782,Squamous cell carcinoma of lung,TRIO::FBXL7
C0149782,Squamous cell carcinoma of lung,OPA1::EHHADH
C0149782,Squamous cell carcinoma of lung,GHR::C6
C0149782,Squamous cell carcinoma of lung,PPM1H::KICS2
C0149782,Squamous cell carcinoma of lung,NRF1::MTMR1
C0149782,Squamous cell carcinoma of lung,RIN3::CCDC88C
C0149782,Squamous cell carcinoma of lung,SHH::PLCB1
C0149782,Squamous cell carcinoma of lung,ESYT3::RPN1
C0149782,Squamous cell carcinoma of lung,ARL16::PHAF1
C0149782,Squamous cell carcinoma of lung,ADAM9::HTRA4
C0149782,Squamous cell carcinoma of lung,ITGB1BP1::COL5A1
C0149782,Squamous cell carcinoma of lung,MYO9A::PMS1
C0149782,Squamous cell carcinoma of lung,BOC::SIDT1
C0149782,Squamous cell carcinoma of lung,H4C16::CLEC1A
C0149782,Squamous cell carcinoma of lung,SUN1::ICA1
C0149782,Squamous cell carcinoma of lung,NIPBL::STK24
C0149782,Squamous cell carcinoma of lung,CHST9::ZNF675
C0149782,Squamous cell carcinoma of lung,LETM2::KCNU1
C0149782,Squamous cell carcinoma of lung,SRPK2::LRP5
C0149782,Squamous cell carcinoma of lung,IGF2R::SYTL3
C0149782,Squamous cell carcinoma of lung,RRP12::EXOSC1
C0149782,Squamous cell carcinoma of lung,EPS15L1::ZNF473
C0149782,Squamous cell carcinoma of lung,ZNF532::MALT1
C0149782,Squamous cell carcinoma of lung,OXSR1::MYD88
C0149782,Squamous cell carcinoma of lung,KDM4A::PTCH2
C0149782,Squamous cell carcinoma of lung,REL::RAB1A
C0149782,Squamous cell carcinoma of lung,RNF19A::TRIQK
C0149782,Squamous cell carcinoma of lung,SYMPK::ZNF573
C0149782,Squamous cell carcinoma of lung,BRD9::CBFB
C0149782,Squamous cell carcinoma of lung,NUMA1::ABHD12
C0149782,Squamous cell carcinoma of lung,TASP1::RALGAPA2
C0149782,Squamous cell carcinoma of lung,RBM6::INKA1
C0149782,Squamous cell carcinoma of lung,UBE2D2::ARHGAP26
C0149782,Squamous cell carcinoma of lung,LTBP4::SUPT16H
C0149782,Squamous cell carcinoma of lung,ZNF75D::UBR2
C0149782,Squamous cell carcinoma of lung,PARVB::ATP6V1D
C0149782,Squamous cell carcinoma of lung,PPP2R3A::SPSB4
C0149782,Squamous cell carcinoma of lung,TAX1BP3::NCBP3
C0149782,Squamous cell carcinoma of lung,GRIP1::XCL1
C0149782,Squamous cell carcinoma of lung,SIPA1L3::CD22
C0149782,Squamous cell carcinoma of lung,ZMAT4::FGFR1
C0149782,Squamous cell carcinoma of lung,DNAJC13::UBA5
C0149782,Squamous cell carcinoma of lung,CSNK1G1::PPIB
C0149782,Squamous cell carcinoma of lung,EZH2::AUTS2
C0149782,Squamous cell carcinoma of lung,TNS4::CCR7
C0149782,Squamous cell carcinoma of lung,STIP1::PC
C0149782,Squamous cell carcinoma of lung,SBF2::IRAG1
C0149782,Squamous cell carcinoma of lung,AAMP::MARCHF4
C0149782,Squamous cell carcinoma of lung,RABGGTB::FOXJ3
C0149782,Squamous cell carcinoma of lung,TMEM117::TTC33
C0149782,Squamous cell carcinoma of lung,DCTN2::DDX23
C0149782,Squamous cell carcinoma of lung,ABCA1::ZBTB26
C0149782,Squamous cell carcinoma of lung,FAM222B::DHRS13
C0149782,Squamous cell carcinoma of lung,CAPN15::NME4
C0149782,Squamous cell carcinoma of lung,ABR::GAS7
C0149782,Squamous cell carcinoma of lung,EPS8::MED21
C0149782,Squamous cell carcinoma of lung,APPL2::CIT
C0149782,Squamous cell carcinoma of lung,HMG20A::RCN2
C0149782,Squamous cell carcinoma of lung,ZCCHC7::UBAP1
C0149782,Squamous cell carcinoma of lung,MSL1::SHANK2
C0149782,Squamous cell carcinoma of lung,SEMA3D::KCNU1
C0149782,Squamous cell carcinoma of lung,B3GNT5::ALG3
C0149782,Squamous cell carcinoma of lung,INTS5::LBHD1
C0149782,Squamous cell carcinoma of lung,NTN1::STX8
C0149782,Squamous cell carcinoma of lung,ZSCAN5A::GALP
C0149782,Squamous cell carcinoma of lung,FAM193A::TNIP2
C0149782,Squamous cell carcinoma of lung,PELI2::FBXO33
C0149782,Squamous cell carcinoma of lung,DST::TRIM38
C0149782,Squamous cell carcinoma of lung,ABL1::KYAT1
C0149782,Squamous cell carcinoma of lung,CMPK1::TNNT1
C0149782,Squamous cell carcinoma of lung,PRKCA::IGF2BP3
C0149782,Squamous cell carcinoma of lung,FRMD4B::PPP2R3A
C0149782,Squamous cell carcinoma of lung,NOC4L::STAB2
C0149782,Squamous cell carcinoma of lung,RALGAPB::CTCFL
C0149782,Squamous cell carcinoma of lung,EXOC6::FFAR4
C0149782,Squamous cell carcinoma of lung,UBAP2L::EEFSEC
C0149782,Squamous cell carcinoma of lung,PPP1R12A::TBC1D30
C0149782,Squamous cell carcinoma of lung,KIF26B::AKT3
C0149782,Squamous cell carcinoma of lung,CIT::FAM222A
C0149782,Squamous cell carcinoma of lung,MTAP::EEF1A2
C0149782,Squamous cell carcinoma of lung,NSD1::C11orf58
C0149782,Squamous cell carcinoma of lung,SPSB1::RANBP1
C0149782,Squamous cell carcinoma of lung,MTSS2::VAC14
C0149782,Squamous cell carcinoma of lung,COL5A1::UVRAG
C0149782,Squamous cell carcinoma of lung,PDZD8::PCLAF
C0149782,Squamous cell carcinoma of lung,ZNF571::TSHZ3
C0149782,Squamous cell carcinoma of lung,RPRD2::BOLA1
C0149782,Squamous cell carcinoma of lung,WASF2::RIPOR2
C0149782,Squamous cell carcinoma of lung,GATAD2B::PRKAB2
C0149782,Squamous cell carcinoma of lung,PDXK::EYS
C0149782,Squamous cell carcinoma of lung,IRF6::SRGAP2
C0149782,Squamous cell carcinoma of lung,CDK1::USP24
C0149782,Squamous cell carcinoma of lung,MRPL35::CTNNA2
C0149782,Squamous cell carcinoma of lung,ME2::MRO
C0149782,Squamous cell carcinoma of lung,MARCHF1::PTPN13
C0149782,Squamous cell carcinoma of lung,ROBO1::MED12L
C0149782,Squamous cell carcinoma of lung,SMARCA4::C19ORF38
C0149782,Squamous cell carcinoma of lung,DDHD1::PLEKHG3
C0149782,Squamous cell carcinoma of lung,PLS1::TFDP2
C0149782,Squamous cell carcinoma of lung,DYNC1H1::CDHR3
C0149782,Squamous cell carcinoma of lung,NAALADL2::MCCC1
C0149782,Squamous cell carcinoma of lung,SLC9A9::KCNAB1
C0149782,Squamous cell carcinoma of lung,ZNF557::ZNF714
C0149782,Squamous cell carcinoma of lung,UBALD2::TIMP2
C0149782,Squamous cell carcinoma of lung,OXR1::RSPO2
C0149782,Squamous cell carcinoma of lung,DNAJC1::SKIDA1
C0149782,Squamous cell carcinoma of lung,AP2A2::PSMD13
C0149782,Squamous cell carcinoma of lung,YEATS2::TPRG1
C0149782,Squamous cell carcinoma of lung,NMD3::PRKRA
C0149782,Squamous cell carcinoma of lung,CUX1::AHCYL2
C0149782,Squamous cell carcinoma of lung,STK38L::SMCO2
C0149782,Squamous cell carcinoma of lung,MARK3::EIF5
C0149782,Squamous cell carcinoma of lung,NIPBL::KHDC1
C0149782,Squamous cell carcinoma of lung,ZBTB20::CFAP44
C0149782,Squamous cell carcinoma of lung,NFIX::WDR26
C0149782,Squamous cell carcinoma of lung,SLC3A1::CAMKMT
C0149782,Squamous cell carcinoma of lung,FBXW7::INPP4B
C0149782,Squamous cell carcinoma of lung,ZNF653::PDE4A
C0149782,Squamous cell carcinoma of lung,CNOT9::WNT6
C0149782,Squamous cell carcinoma of lung,PIK3CB::BFSP2
C0149782,Squamous cell carcinoma of lung,RELN::CHRM2
C0149782,Squamous cell carcinoma of lung,ATXN10::WNT7B
C0149782,Squamous cell carcinoma of lung,DLG5::POLR3A
C0149782,Squamous cell carcinoma of lung,PIK3CA::YLPM1
C0149782,Squamous cell carcinoma of lung,DHX34::C5AR1
C0149782,Squamous cell carcinoma of lung,MAGED1::CYP4F2
C0149782,Squamous cell carcinoma of lung,EPB41L1::CNBD2
C0149782,Squamous cell carcinoma of lung,ZMYM2::DMRT2
C0149782,Squamous cell carcinoma of lung,NDUFA10::SGPP2
C0149782,Squamous cell carcinoma of lung,PJA2::ADGRV1
C0149782,Squamous cell carcinoma of lung,EGLN2::PLD3
C0149782,Squamous cell carcinoma of lung,PPP1R12B::SUSD4
C0149782,Squamous cell carcinoma of lung,HIBCH::INPP1
C0149782,Squamous cell carcinoma of lung,PHGDH::HMGCS2
C0149782,Squamous cell carcinoma of lung,MGAT4C::PLD1
C0149782,Squamous cell carcinoma of lung,MAP4K5::DMAC2L
C0149782,Squamous cell carcinoma of lung,PARP8::CRYL1
C0149782,Squamous cell carcinoma of lung,ABCC5::DCUN1D1
C0149782,Squamous cell carcinoma of lung,MICAL2::HS2ST1
C0149782,Squamous cell carcinoma of lung,UBQLN4::MEF2D
C0149782,Squamous cell carcinoma of lung,CMBL::DARS2
C0149782,Squamous cell carcinoma of lung,ATR::XRN1
C0149782,Squamous cell carcinoma of lung,PIKFYVE::ZNF124
C0149782,Squamous cell carcinoma of lung,PDE3B::ATP11B
C0149782,Squamous cell carcinoma of lung,POU2AF1::BTG4
C0149782,Squamous cell carcinoma of lung,XPO6::HIRIP3
C0149782,Squamous cell carcinoma of lung,PCNX3::PACS1
C0149782,Squamous cell carcinoma of lung,LITAF::CXCL17
C0149782,Squamous cell carcinoma of lung,LAMA3::RMC1
C0149782,Squamous cell carcinoma of lung,NUB1::ABCB8
C0149782,Squamous cell carcinoma of lung,DGUOK::STAMBP
C0149782,Squamous cell carcinoma of lung,SINHCAF::COA1
C0149782,Squamous cell carcinoma of lung,TMX3::METTL4
C0149782,Squamous cell carcinoma of lung,MRC2::VMP1
C0149782,Squamous cell carcinoma of lung,EIF3M::MPPED2
C0149782,Squamous cell carcinoma of lung,PHF21A::CKAP5
C0149782,Squamous cell carcinoma of lung,CSMD1::CDIN1
C0149782,Squamous cell carcinoma of lung,SBF2::EIF4G2
C0149782,Squamous cell carcinoma of lung,NEGR1::ETS1
C0149782,Squamous cell carcinoma of lung,LPP::GOLIM4
C0149782,Squamous cell carcinoma of lung,PISD::RBL1
C0149782,Squamous cell carcinoma of lung,ADCY3::HADHA
C0149782,Squamous cell carcinoma of lung,GBE1::ZNF385D
C0149782,Squamous cell carcinoma of lung,KMT2C::AGK
C0149782,Squamous cell carcinoma of lung,FBRS::ZNF689
C0149782,Squamous cell carcinoma of lung,ZFR::DARS2
C0149782,Squamous cell carcinoma of lung,BRAP::FAM216A
C0149782,Squamous cell carcinoma of lung,CAPN1::EIF2AK2
C0149782,Squamous cell carcinoma of lung,TNPO2::HOOK2
C0149782,Squamous cell carcinoma of lung,SYNGR2::MSI2
C0149782,Squamous cell carcinoma of lung,MBOAT7::TARM1
C0149782,Squamous cell carcinoma of lung,PTPN2::FTL
C0149782,Squamous cell carcinoma of lung,ZNF480::CKM
C0149782,Squamous cell carcinoma of lung,USP32::EPHA1
C0149782,Squamous cell carcinoma of lung,RBX1::EIF4A1
C0149782,Squamous cell carcinoma of lung,ATP2C1::MBNL1
C0149782,Squamous cell carcinoma of lung,RASAL2::SOAT1
C0149782,Squamous cell carcinoma of lung,PHC3::SLC7A14
C0149782,Squamous cell carcinoma of lung,WASF2::FGR
C0149782,Squamous cell carcinoma of lung,RNF217::HDDC2
C0149782,Squamous cell carcinoma of lung,RASAL2::LIMK2
C0149782,Squamous cell carcinoma of lung,TMEM65::EXT1
C0149782,Squamous cell carcinoma of lung,SETMAR::EYS
C0149782,Squamous cell carcinoma of lung,TMEM175::IDUA
C0149782,Squamous cell carcinoma of lung,YEATS2::ATP11B
C0149782,Squamous cell carcinoma of lung,SLCO3A1::BMPR2
C0149782,Squamous cell carcinoma of lung,PKIB::TRDN
C0149782,Squamous cell carcinoma of lung,RAI1::IFT20
C0149782,Squamous cell carcinoma of lung,CREBBP::HCN1
C0149782,Squamous cell carcinoma of lung,GFPT1::NFU1
C0149782,Squamous cell carcinoma of lung,RPS6KA3::FAM156B
C0149782,Squamous cell carcinoma of lung,NEK11::ALKAL1
C0149782,Squamous cell carcinoma of lung,PRKN::LANCL1
C0149782,Squamous cell carcinoma of lung,NDST1::TCOF1
C0149782,Squamous cell carcinoma of lung,ABI2::ALK
C0149782,Squamous cell carcinoma of lung,PLD1::FNDC3B
C0149782,Squamous cell carcinoma of lung,FNDC3B::NAALADL2
C0149782,Squamous cell carcinoma of lung,ADAMTS17::CERS3
C0149782,Squamous cell carcinoma of lung,SH3RF2::SLC23A1
C0149782,Squamous cell carcinoma of lung,VDAC3::DKK4
C0149782,Squamous cell carcinoma of lung,TANK::MNAT1
C0149782,Squamous cell carcinoma of lung,MYNN::NLGN1
C0149782,Squamous cell carcinoma of lung,TNFSF13B::MYLK
C0149782,Squamous cell carcinoma of lung,SPAG1::STK3
