DiseaseCui,DiseaseName,ChromosomalRearrengementName,ChromosomalRearrengementType
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p15;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q24;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q26;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p13;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;18)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q11;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p12;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q26;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;16)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;17)(q21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;17)(q14;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;14)(q36;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;2)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q11;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;8)(q36;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p14;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;20)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(p23;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(p12;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;22)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p12;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q31;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p15;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p14;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p36;p36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q33;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q33;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(p21;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p32;p34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(q14;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p25;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;16)(p15;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q22;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;20)(q25;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;6)(p36;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(p22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;5)(p14;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(p22;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;10)(p12;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p21;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p13;p16),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;19)(q31;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p15;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q21;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p13;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q12;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q34;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q33;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(q21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p12;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p24;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;7)(q13;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q25;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q43),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(22;22)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;10)(p16;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;19)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p23;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q34;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(q13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;18)(q14;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q26;q28),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p13;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;19)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;11)(q33;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;12)(p13;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q23;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(q37;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;17)(q31;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(q28;q28),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;13)(q31;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;20)(q32;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;19)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;12)(q22;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;8)(p13;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p34;p36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(q33;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;10)(p33;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q22;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;20)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(p22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(p12;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;21)(p12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q31;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p33;p34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;20)(q24;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p12;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;16)(p15;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(q33;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;11)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p14;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;21)(q33;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p12;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;20)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q13;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;9)(q42;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;20)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q36;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p14;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q32;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(q12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(q23;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q11;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q34;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;8)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;17)(p16;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;19)(p36;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q24;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q37;q37),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q22;p26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;7)(q15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;15)(p21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;19)(p16;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(p22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p23;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;22)(q21;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;15)(p13;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;12)(p22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;22)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q27;q27),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p34;p35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p22;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;12)(p15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;19)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q13;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;16)(p15;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(p23;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p22;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q35;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(q25;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;19)(p22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;21)(p11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p13;p36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;10)(p11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;1)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(q23;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;17)(p12;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q13;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;11)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p16;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;22)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q31;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;9)(q34;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;14)(p23;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;10)(q23;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q14;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p31;p32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;14)(p12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q31;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;16)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;18)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;20)(q14;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;17)(p21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(22;22)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q14;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;1)(q26;p34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;8)(q37;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;20)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p15;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q33;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q34;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;19)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;18)(q22;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;20)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p14;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;19)(q27;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q43;q44),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;21)(p16;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q31;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;22)(q25;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;11)(q12;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q23;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;1)(p22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p14;p14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;17)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;20)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;3)(q11;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;18)(q22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q22;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p24;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q31;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q25;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;16)(q25;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;19)(p34;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;17)(p21;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q12;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;21)(p32;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;11)(p23;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q36;q36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;16)(p23;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;20)(q15;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(p16;p16),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;21)(q25;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(p13;p25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;22)(q22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q32;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;20)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;15)(p11;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;19)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p16;p16),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;19)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p12;p32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;22)(p24;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(21;21)(q22;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(22;22)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;9)(q24;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p13;p31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;12)(p22;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;19)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q14;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p34;p34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;10)(q12;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;20)(q14;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;18)(p13;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;22)(q12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(q11;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;12)(p15;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;17)(q11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q14;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;13)(p23;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p11;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p11;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;7)(q26;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;17)(p15;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;12)(q11;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;20)(q12;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;17)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;17)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;6)(p25;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;4)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(p21;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q21;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q13;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;20)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;20)(p36;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;20)(p15;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;7)(p23;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;22)(q13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q14;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;11)(q11;q14),Translocations
