DiseaseCui,DiseaseName,ChromosomalRearrengementName,ChromosomalRearrengementType
C0152013,Adenocarcinoma of lung (disorder),t(X;X)(q26;q27),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;18)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;19)(q23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;10)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;17)(q24;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q16;q16),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;21)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p23;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;19)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(p11;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(q32;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;22)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;9)(p34;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;22)(q31;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;16)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(p13;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;10)(p22;q26),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;15)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p23;q37),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;10)(p13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;9)(p15;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q23;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;10)(p21;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(p32;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;12)(q31;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;17)(q22;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;19)(q21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;7)(q14;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q24;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;16)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;19)(p21;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;22)(p12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;7)(q23;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;20)(p21;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(q31;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(q23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;21)(q24;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(p11;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;20)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;17)(p23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(p13;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(q14;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;19)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(p32;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q12;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;9)(q22;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;15)(q13;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;11)(p15;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;19)(p21;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(q21;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(X;12)(q23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;10)(q21;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;14)(q27;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;19)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q13;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(19;19)(p12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;17)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q22;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p23;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;20)(q12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;12)(p21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;19)(q33;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(p36;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;19)(q24;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(p23;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;5)(q21;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;15)(p12;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;12)(p16;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;15)(q13;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;17)(q24;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;14)(q11;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;20)(q13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;13)(p11;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;6)(q34;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;19)(q13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;14)(q22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;12)(q33;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(p32;p36),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q14;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;16)(p12;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(p34;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;20)(q14;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;10)(q22;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;10)(p11;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;6)(p15;p23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;3)(q21;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;19)(q12;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;6)(q21;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;17)(q23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;2)(p11;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q21;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;14)(q24;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(p12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q26;q29),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;17)(p12;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;12)(q26;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;11)(p11;p15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;11)(q32;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;12)(p33;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q23;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;17)(q31;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p23;p24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q31;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(q11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(18;18)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q21;q33),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;8)(p22;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;18)(p15;p11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(p35;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;9)(q32;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;14)(q26;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(14;18)(q12;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;2)(p34;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;14)(q44;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;20)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;9)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q11;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;6)(p13;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(q24;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(17;17)(p11;q25),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;15)(p11;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(p22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q15;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(20;21)(q13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;8)(p21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(p22;p22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;8)(q12;q24),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;11)(q14;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(10;11)(p12;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(15;15)(q22;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;12)(p13;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;1)(q22;q42),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(8;19)(q21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;22)(p23;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;17)(q13;q12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;19)(q36;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;11)(q12;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(12;19)(p13;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;9)(p13;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;16)(q23;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;13)(q32;q32),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(16;16)(q12;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(3;3)(q21;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(11;16)(q12;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q15;q15),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;15)(q11;q14),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;6)(p11;q27),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;11)(p21;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(9;12)(p13;q23),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;8)(p15;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;22)(q24;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;14)(p32;q11),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;10)(q22;q21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;9)(q34;q34),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;20)(p22;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(13;19)(q14;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(7;7)(p12;p13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;13)(p15;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;19)(q33;q13),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(4;16)(p13;q22),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(2;5)(p23;q35),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;8)(q22;p12),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(1;8)(p32;p21),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(6;7)(p21;q31),Translocations
C0152013,Adenocarcinoma of lung (disorder),t(5;5)(q15;q35),Translocations
C0685053,Carcinoma in situ of lung,t(5;9)(q35;q21),Translocations
