REF_AREA,Reference area,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,Frequency of observation
BG31,North West,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.7,Annual
BG31,North West,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.9,Annual
BG31,North West,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.2,Annual
BG32,North Central,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.6,Annual
BG32,North Central,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.0,Annual
BG32,North Central,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.1,Annual
BG33,North East,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.3,Annual
BG33,North East,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.6,Annual
BG33,North East,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.3,Annual
BG34,South East,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.3,Annual
BG34,South East,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.3,Annual
BG34,South East,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.2,Annual
BG41,South West,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.8,Annual
BG41,South West,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.3,Annual
BG41,South West,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.3,Annual
BG42,South Central,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.4,Annual
BG42,South Central,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.9,Annual
BG42,South Central,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.2,Annual
CA10,Newfoundland and Labrador,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.5,Annual
CA10,Newfoundland and Labrador,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.1,Annual
CA10,Newfoundland and Labrador,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.4,Annual
CA11,Prince Edward Island,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.0,Annual
CA11,Prince Edward Island,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.1,Annual
CA11,Prince Edward Island,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.7,Annual
CA12,Nova Scotia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.2,Annual
CA12,Nova Scotia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.1,Annual
CA12,Nova Scotia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.0,Annual
CA13,New Brunswick,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.3,Annual
CA13,New Brunswick,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.0,Annual
CA13,New Brunswick,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.9,Annual
CA24,Quebec,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.0,Annual
CA24,Quebec,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.5,Annual
CA24,Quebec,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.3,Annual
CA35,Ontario,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.4,Annual
CA35,Ontario,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.1,Annual
CA35,Ontario,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.3,Annual
CA46,Manitoba,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.2,Annual
CA46,Manitoba,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.2,Annual
CA46,Manitoba,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.6,Annual
CA47,Saskatchewan,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.2,Annual
CA47,Saskatchewan,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.9,Annual
CA47,Saskatchewan,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.7,Annual
CA48,Alberta,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.4,Annual
CA48,Alberta,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
CA48,Alberta,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.8,Annual
CA59,British Columbia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.7,Annual
CA59,British Columbia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.4,Annual
CA59,British Columbia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.6,Annual
CA60,Yukon,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.6,Annual
CA60,Yukon,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.7,Annual
CA60,Yukon,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.8,Annual
CA61,Northwest Territories,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.2,Annual
CA61,Northwest Territories,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.7,Annual
CA61,Northwest Territories,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,29.0,Annual
CA62,Nunavut,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.9,Annual
CA62,Nunavut,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.1,Annual
CA62,Nunavut,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.1,Annual
CH01,Lake Geneva Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.8,Annual
CH01,Lake Geneva Region,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.0,Annual
CH01,Lake Geneva Region,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.4,Annual
CH02,Espace Mittelland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.8,Annual
CH02,Espace Mittelland,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.4,Annual
CH02,Espace Mittelland,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.7,Annual
CH03,Northwestern Switzerland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.8,Annual
CH03,Northwestern Switzerland,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.8,Annual
CH03,Northwestern Switzerland,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.6,Annual
CH04,Zurich,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.1,Annual
CH04,Zurich,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.3,Annual
CH04,Zurich,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,21.0,Annual
CH05,Eastern Switzerland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.4,Annual
CH05,Eastern Switzerland,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.4,Annual
CH05,Eastern Switzerland,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.6,Annual
CH06,Central Switzerland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.8,Annual
CH06,Central Switzerland,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.5,Annual
CH06,Central Switzerland,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.5,Annual
CH07,Ticino,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.7,Annual
CH07,Ticino,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.8,Annual
CH07,Ticino,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.4,Annual
CL01,Tarapacá,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.0,Annual
CL01,Tarapacá,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.0,Annual
CL01,Tarapacá,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.1,Annual
CL02,Antofagasta,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.1,Annual
CL02,Antofagasta,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.9,Annual
CL02,Antofagasta,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,44.3,Annual
CL03,Atacama,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.7,Annual
CL03,Atacama,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.2,Annual
CL03,Atacama,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.8,Annual
CL04,Coquimbo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.9,Annual
CL04,Coquimbo,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.6,Annual
CL04,Coquimbo,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.3,Annual
CL05,Valparaíso,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.1,Annual
CL05,Valparaíso,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.6,Annual
CL05,Valparaíso,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,26.0,Annual
CL06,O'Higgins,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.1,Annual
CL06,O'Higgins,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.9,Annual
CL06,O'Higgins,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,22.2,Annual
CL07,Maule,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.2,Annual
CL07,Maule,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,5.2,Annual
CL07,Maule,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.3,Annual
CL08,Biobío,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.3,Annual
CL08,Biobío,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.7,Annual
CL08,Biobío,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,21.8,Annual
CL09,Araucanía,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.5,Annual
CL09,Araucanía,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.2,Annual
CL09,Araucanía,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.8,Annual
CL10,Los Lagos,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.2,Annual
CL10,Los Lagos,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.7,Annual
CL10,Los Lagos,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.0,Annual
CL11,Aysén,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.5,Annual
CL11,Aysén,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.1,Annual
CL11,Aysén,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.9,Annual
CL12,Magallanes and Chilean Antarctica,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.0,Annual
CL12,Magallanes and Chilean Antarctica,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.7,Annual
CL12,Magallanes and Chilean Antarctica,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,5.2,Annual
CL13,Santiago Metropolitan Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,39.2,Annual
CL13,Santiago Metropolitan Region,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,39.4,Annual
CL13,Santiago Metropolitan Region,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,56.9,Annual
CL14,Los Ríos,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.1,Annual
CL14,Los Ríos,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.3,Annual
CL14,Los Ríos,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.4,Annual
CL15,Arica y Parinacota,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.1,Annual
CL15,Arica y Parinacota,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.3,Annual
CL15,Arica y Parinacota,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.0,Annual
CL16,Ñuble,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.5,Annual
CL16,Ñuble,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.9,Annual
CL16,Ñuble,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,22.8,Annual
CO05,Antioquia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.8,Annual
CO05,Antioquia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.5,Annual
CO05,Antioquia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,21.3,Annual
CO08,Atlántico,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.4,Annual
CO08,Atlántico,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.3,Annual
CO08,Atlántico,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,26.1,Annual
CO11,Bogotá Capital District,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.5,Annual
CO11,Bogotá Capital District,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.2,Annual
CO11,Bogotá Capital District,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,25.0,Annual
CO13,Bolívar,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.7,Annual
CO13,Bolívar,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.3,Annual
CO13,Bolívar,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.9,Annual
CO15,Boyacá,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.1,Annual
CO15,Boyacá,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.6,Annual
CO15,Boyacá,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.0,Annual
CO17,Caldas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.2,Annual
CO17,Caldas,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.9,Annual
CO17,Caldas,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.3,Annual
CO18,Caquetá,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.7,Annual
CO18,Caquetá,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.7,Annual
CO18,Caquetá,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.2,Annual
CO19,Cauca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.4,Annual
CO19,Cauca,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.9,Annual
CO19,Cauca,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.1,Annual
CO20,Cesar,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.4,Annual
CO20,Cesar,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.5,Annual
CO20,Cesar,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.7,Annual
CO23,Córdoba,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.8,Annual
CO23,Córdoba,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.9,Annual
CO23,Córdoba,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.9,Annual
CO25,Cundinamarca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.3,Annual
CO25,Cundinamarca,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.9,Annual
CO25,Cundinamarca,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,24.7,Annual
CO27,Chocó,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.9,Annual
CO27,Chocó,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.9,Annual
CO27,Chocó,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.6,Annual
CO41,Huila,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.7,Annual
CO41,Huila,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.7,Annual
CO41,Huila,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.3,Annual
CO44,La Guajira,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.5,Annual
CO44,La Guajira,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.6,Annual
CO44,La Guajira,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.7,Annual
CO47,Magdalena,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.7,Annual
CO47,Magdalena,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.8,Annual
CO47,Magdalena,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,24.3,Annual
CO50,Meta,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.3,Annual
CO50,Meta,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.3,Annual
CO50,Meta,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.1,Annual
CO52,Nariño,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.3,Annual
CO52,Nariño,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.8,Annual
CO52,Nariño,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.9,Annual
CO54,Norte de Santander,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.7,Annual
CO54,Norte de Santander,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.0,Annual
CO54,Norte de Santander,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.7,Annual
CO63,Quindío,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.0,Annual
CO63,Quindío,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.9,Annual
CO63,Quindío,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.6,Annual
CO66,Risaralda,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.5,Annual
CO66,Risaralda,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.1,Annual
CO66,Risaralda,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.7,Annual
CO68,Santander,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.9,Annual
CO68,Santander,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.3,Annual
CO68,Santander,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,21.3,Annual
CO70,Sucre,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.3,Annual
CO70,Sucre,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.5,Annual
CO70,Sucre,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.6,Annual
CO73,Tolima,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.6,Annual
CO73,Tolima,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.7,Annual
CO73,Tolima,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.9,Annual
CO76,Valle del Cauca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.6,Annual
CO76,Valle del Cauca,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,5.8,Annual
CO76,Valle del Cauca,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.7,Annual
CO81,Arauca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.3,Annual
CO81,Arauca,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.4,Annual
CO81,Arauca,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.2,Annual
CO85,Casanare,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.4,Annual
CO85,Casanare,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.9,Annual
CO85,Casanare,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.7,Annual
CO86,Putumayo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.9,Annual
CO86,Putumayo,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.4,Annual
CO86,Putumayo,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.8,Annual
CO88,San Andrés,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.8,Annual
CO88,San Andrés,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.2,Annual
CO88,San Andrés,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,34.8,Annual
CO91,Amazonas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.7,Annual
CO91,Amazonas,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.3,Annual
CO91,Amazonas,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.5,Annual
CO94,Guainía,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
CO94,Guainía,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.3,Annual
CO94,Guainía,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.8,Annual
CO95,Guaviare,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.5,Annual
CO95,Guaviare,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.8,Annual
CO95,Guaviare,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,19.2,Annual
CO97,Vaupés,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.4,Annual
CO97,Vaupés,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,0.1,Annual
CO97,Vaupés,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.7,Annual
CO99,Vichada,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.3,Annual
CO99,Vichada,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.0,Annual
CO99,Vichada,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.0,Annual
CR01,Central,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.6,Annual
CR01,Central,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.5,Annual
CR01,Central,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.1,Annual
CR02,Chorotega,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.6,Annual
CR02,Chorotega,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.3,Annual
CR02,Chorotega,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.2,Annual
CR03,Central Pacific,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.9,Annual
CR03,Central Pacific,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.3,Annual
CR03,Central Pacific,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.4,Annual
CR04,Brunca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.8,Annual
