Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,age,age_code,Ethnicity,Ethnicity Code,Count,disease_id,disease_name,mcs_id,mcs_name,people_id,vs_id,country_id,country_name,country
,Lung and Bronchus,22030,Male,M,2014,2014.0,40-44 years,40-44,Hispanic,2135-2,62,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,40-44 years,40-44,Non-Hispanic,2186-5,666,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,45-49 years,45-49,Hispanic,2135-2,127,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,45-49 years,45-49,Non-Hispanic,2186-5,1963,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,50-54 years,50-54,Hispanic,2135-2,259,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,50-54 years,50-54,Non-Hispanic,2186-5,5666,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,55-59 years,55-59,Hispanic,2135-2,497,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,55-59 years,55-59,Non-Hispanic,2186-5,10930,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,60-64 years ,60-64,Hispanic,2135-2,583,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,60-64 years ,60-64,Non-Hispanic,2186-5,14781,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,65-69 years,65-69,Hispanic,2135-2,829,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,65-69 years,65-69,Non-Hispanic,2186-5,19436,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,70-74 years,70-74,Hispanic,2135-2,905,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,70-74 years,70-74,Non-Hispanic,2186-5,19956,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,75-79 years,75-79,Hispanic,2135-2,734,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,75-79 years,75-79,Non-Hispanic,2186-5,16668,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,80-84 years,80-84,Hispanic,2135-2,574,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,80-84 years,80-84,Non-Hispanic,2186-5,11765,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,85+ years,85+,Hispanic,2135-2,417,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,85+ years,85+,Non-Hispanic,2186-5,8852,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,20-24 years,20-24,Non-Hispanic,2186-5,23,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,25-29 years,25-29,Non-Hispanic,2186-5,58,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,30-34 years,30-34,Hispanic,2135-2,16,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,30-34 years,30-34,Non-Hispanic,2186-5,107,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,35-39 years,35-39,Hispanic,2135-2,38,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,35-39 years,35-39,Non-Hispanic,2186-5,235,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,40-44 years,40-44,Hispanic,2135-2,60,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,40-44 years,40-44,Non-Hispanic,2186-5,612,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,45-49 years,45-49,Hispanic,2135-2,122,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,45-49 years,45-49,Non-Hispanic,2186-5,1765,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,50-54 years,50-54,Hispanic,2135-2,273,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,50-54 years,50-54,Non-Hispanic,2186-5,5366,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,55-59 years,55-59,Hispanic,2135-2,447,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,55-59 years,55-59,Non-Hispanic,2186-5,10792,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,60-64 years ,60-64,Hispanic,2135-2,731,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,60-64 years ,60-64,Non-Hispanic,2186-5,15205,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,65-69 years,65-69,Hispanic,2135-2,902,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,65-69 years,65-69,Non-Hispanic,2186-5,19668,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,70-74 years,70-74,Hispanic,2135-2,867,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,70-74 years,70-74,Non-Hispanic,2186-5,20147,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,75-79 years,75-79,Hispanic,2135-2,796,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,75-79 years,75-79,Non-Hispanic,2186-5,16706,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,80-84 years,80-84,Hispanic,2135-2,555,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,80-84 years,80-84,Non-Hispanic,2186-5,11699,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,85+ years,85+,Hispanic,2135-2,427,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2015,2015.0,85+ years,85+,Non-Hispanic,2186-5,9162,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,20-24 years,20-24,Non-Hispanic,2186-5,29,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,25-29 years,25-29,Non-Hispanic,2186-5,51,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,30-34 years,30-34,Non-Hispanic,2186-5,117,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,35-39 years,35-39,Hispanic,2135-2,31,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,35-39 years,35-39,Non-Hispanic,2186-5,255,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,40-44 years,40-44,Hispanic,2135-2,66,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,40-44 years,40-44,Non-Hispanic,2186-5,585,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,45-49 years,45-49,Hispanic,2135-2,115,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,45-49 years,45-49,Non-Hispanic,2186-5,1593,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,50-54 years,50-54,Hispanic,2135-2,229,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,50-54 years,50-54,Non-Hispanic,2186-5,4877,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,55-59 years,55-59,Hispanic,2135-2,539,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,55-59 years,55-59,Non-Hispanic,2186-5,10769,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,60-64 years ,60-64,Hispanic,2135-2,724,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,60-64 years ,60-64,Non-Hispanic,2186-5,15343,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,65-69 years,65-69,Hispanic,2135-2,917,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,65-69 years,65-69,Non-Hispanic,2186-5,19973,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,70-74 years,70-74,Hispanic,2135-2,966,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,70-74 years,70-74,Non-Hispanic,2186-5,20167,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2016,2016.0,75-79 years,75-79,Hispanic,2135-2,895,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
