Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,age,age_code,Ethnicity,Ethnicity Code,Count,disease_id,disease_name,mcs_id,mcs_name,people_id,vs_id,country_id,country_name,country
,Lung and Bronchus,22030,Male,M,2010,2010.0,70-74 years,70-74,Non-Hispanic,2186-5,18054,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2010,2010.0,75-79 years,75-79,Hispanic,2135-2,740,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2010,2010.0,75-79 years,75-79,Non-Hispanic,2186-5,16483,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2010,2010.0,80-84 years,80-84,Hispanic,2135-2,548,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2010,2010.0,80-84 years,80-84,Non-Hispanic,2186-5,12555,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2010,2010.0,85+ years,85+,Hispanic,2135-2,350,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2010,2010.0,85+ years,85+,Non-Hispanic,2186-5,8211,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,20-24 years,20-24,Non-Hispanic,2186-5,43,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,25-29 years,25-29,Non-Hispanic,2186-5,59,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,30-34 years,30-34,Hispanic,2135-2,22,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,30-34 years,30-34,Non-Hispanic,2186-5,104,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,35-39 years,35-39,Hispanic,2135-2,43,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,35-39 years,35-39,Non-Hispanic,2186-5,221,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,40-44 years,40-44,Hispanic,2135-2,62,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,40-44 years,40-44,Non-Hispanic,2186-5,790,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,45-49 years,45-49,Hispanic,2135-2,156,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,45-49 years,45-49,Non-Hispanic,2186-5,2489,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,50-54 years,50-54,Hispanic,2135-2,300,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,50-54 years,50-54,Non-Hispanic,2186-5,6392,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,55-59 years,55-59,Hispanic,2135-2,460,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,55-59 years,55-59,Non-Hispanic,2186-5,10461,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,60-64 years ,60-64,Hispanic,2135-2,617,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,60-64 years ,60-64,Non-Hispanic,2186-5,14972,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,65-69 years,65-69,Hispanic,2135-2,777,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,65-69 years,65-69,Non-Hispanic,2186-5,18415,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,70-74 years,70-74,Hispanic,2135-2,775,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,70-74 years,70-74,Non-Hispanic,2186-5,18381,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,75-79 years,75-79,Hispanic,2135-2,704,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,75-79 years,75-79,Non-Hispanic,2186-5,16154,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,80-84 years,80-84,Hispanic,2135-2,588,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,80-84 years,80-84,Non-Hispanic,2186-5,12495,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,85+ years,85+,Hispanic,2135-2,406,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2011,2011.0,85+ years,85+,Non-Hispanic,2186-5,8460,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,20-24 years,20-24,Non-Hispanic,2186-5,31,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,25-29 years,25-29,Non-Hispanic,2186-5,56,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,30-34 years,30-34,Hispanic,2135-2,18,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_hispanic,vstat_C0242379_US_PRI_30-34_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,30-34 years,30-34,Non-Hispanic,2186-5,109,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,35-39 years,35-39,Hispanic,2135-2,31,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,35-39 years,35-39,Non-Hispanic,2186-5,227,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,40-44 years,40-44,Hispanic,2135-2,51,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,40-44 years,40-44,Non-Hispanic,2186-5,708,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,45-49 years,45-49,Hispanic,2135-2,121,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,45-49 years,45-49,Non-Hispanic,2186-5,2353,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,50-54 years,50-54,Hispanic,2135-2,285,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,50-54 years,50-54,Non-Hispanic,2186-5,6301,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,55-59 years,55-59,Hispanic,2135-2,444,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,55-59 years,55-59,Non-Hispanic,2186-5,10667,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,60-64 years ,60-64,Hispanic,2135-2,602,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,60-64 years ,60-64,Non-Hispanic,2186-5,14700,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,65-69 years,65-69,Hispanic,2135-2,757,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,65-69 years,65-69,Non-Hispanic,2186-5,18980,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,70-74 years,70-74,Hispanic,2135-2,765,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,70-74 years,70-74,Non-Hispanic,2186-5,18726,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,75-79 years,75-79,Hispanic,2135-2,750,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,75-79 years,75-79,Non-Hispanic,2186-5,16123,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,80-84 years,80-84,Hispanic,2135-2,576,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,80-84 years,80-84,Non-Hispanic,2186-5,12480,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,85+ years,85+,Hispanic,2135-2,347,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2012,2012.0,85+ years,85+,Non-Hispanic,2186-5,8736,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,20-24 years,20-24,Non-Hispanic,2186-5,28,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,25-29 years,25-29,Non-Hispanic,2186-5,47,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,30-34 years,30-34,Non-Hispanic,2186-5,103,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,35-39 years,35-39,Hispanic,2135-2,47,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,35-39 years,35-39,Non-Hispanic,2186-5,240,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,40-44 years,40-44,Hispanic,2135-2,62,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_hispanic,vstat_C0242379_US_PRI_40-44_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,40-44 years,40-44,Non-Hispanic,2186-5,770,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_male_non-hispanic,vstat_C0242379_US_PRI_40-44_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,45-49 years,45-49,Hispanic,2135-2,122,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_hispanic,vstat_C0242379_US_PRI_45-49_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,45-49 years,45-49,Non-Hispanic,2186-5,2087,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_male_non-hispanic,vstat_C0242379_US_PRI_45-49_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,50-54 years,50-54,Hispanic,2135-2,266,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_hispanic,vstat_C0242379_US_PRI_50-54_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,50-54 years,50-54,Non-Hispanic,2186-5,5935,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_male_non-hispanic,vstat_C0242379_US_PRI_50-54_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,55-59 years,55-59,Hispanic,2135-2,516,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_hispanic,vstat_C0242379_US_PRI_55-59_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,55-59 years,55-59,Non-Hispanic,2186-5,10873,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_male_non-hispanic,vstat_C0242379_US_PRI_55-59_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,60-64 years ,60-64,Hispanic,2135-2,629,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_hispanic,vstat_C0242379_US_PRI_60-64_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,60-64 years ,60-64,Non-Hispanic,2186-5,14557,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_male_non-hispanic,vstat_C0242379_US_PRI_60-64_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,65-69 years,65-69,Hispanic,2135-2,778,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_hispanic,vstat_C0242379_US_PRI_65-69_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,65-69 years,65-69,Non-Hispanic,2186-5,19010,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_male_non-hispanic,vstat_C0242379_US_PRI_65-69_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,70-74 years,70-74,Hispanic,2135-2,913,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_hispanic,vstat_C0242379_US_PRI_70-74_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,70-74 years,70-74,Non-Hispanic,2186-5,19329,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_male_non-hispanic,vstat_C0242379_US_PRI_70-74_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,75-79 years,75-79,Hispanic,2135-2,770,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_hispanic,vstat_C0242379_US_PRI_75-79_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,75-79 years,75-79,Non-Hispanic,2186-5,16133,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_male_non-hispanic,vstat_C0242379_US_PRI_75-79_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,80-84 years,80-84,Hispanic,2135-2,594,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_hispanic,vstat_C0242379_US_PRI_80-84_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,80-84 years,80-84,Non-Hispanic,2186-5,12191,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_male_non-hispanic,vstat_C0242379_US_PRI_80-84_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,85+ years,85+,Hispanic,2135-2,408,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_hispanic,vstat_C0242379_US_PRI_85+_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2013,2013.0,85+ years,85+,Non-Hispanic,2186-5,8956,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_male_non-hispanic,vstat_C0242379_US_PRI_85+_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,20-24 years,20-24,Non-Hispanic,2186-5,19,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_male_non-hispanic,vstat_C0242379_US_PRI_20-24_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,25-29 years,25-29,Non-Hispanic,2186-5,62,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_male_non-hispanic,vstat_C0242379_US_PRI_25-29_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,30-34 years,30-34,Non-Hispanic,2186-5,99,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_male_non-hispanic,vstat_C0242379_US_PRI_30-34_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,35-39 years,35-39,Hispanic,2135-2,45,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_hispanic,vstat_C0242379_US_PRI_35-39_male_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Male,M,2014,2014.0,35-39 years,35-39,Non-Hispanic,2186-5,225,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_male_non-hispanic,vstat_C0242379_US_PRI_35-39_male_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
